iter	Logloss
0	0.4491816762
1	0.3150644151
2	0.247853804
3	0.2179176748
4	0.2003907851
5	0.1848986077
6	0.1764723192
7	0.1711717707
8	0.1648593387
9	0.1617380019
10	0.1554746658
11	0.1516700997
12	0.1477439739
13	0.1442198768
14	0.1409353518
15	0.138813269
16	0.1369143882
17	0.1338189314
18	0.1322507336
19	0.1293968501
20	0.1277954433
21	0.1257681982
22	0.1232763711
23	0.1207972009
24	0.1197479124
25	0.1185867261
26	0.1166295984
27	0.1157032636
28	0.1141885096
29	0.1129224649
30	0.1109768416
31	0.1095316321
32	0.1086279405
33	0.1076723993
34	0.1063622898
35	0.1048417525
36	0.1039706005
37	0.1025784966
38	0.1010348537
39	0.09981229412
40	0.09881604219
41	0.09759277178
42	0.09667460814
43	0.09545127562
44	0.09435823976
45	0.09353036592
46	0.09259338241
47	0.09168716493
48	0.090862583
49	0.09003350833
50	0.08900537926
51	0.08784319922
52	0.08657442849
53	0.08587693413
54	0.08459654161
55	0.08403925419
56	0.08349726007
57	0.0826328369
58	0.08214242315
59	0.08155185763
60	0.08084495679
61	0.08009597868
62	0.0797157995
63	0.07931631736
64	0.0790445232
65	0.07832055543
66	0.07768381327
67	0.07716136365
68	0.07659999066
69	0.07555001206
70	0.07507314557
71	0.07458132395
72	0.07397447135
73	0.0735115662
74	0.07325640419
75	0.07259873727
76	0.07184900692
77	0.07129268569
78	0.07098207168
79	0.07060417683
80	0.06993944297
81	0.06913148629
82	0.06854061712
83	0.06817762219
84	0.06748057641
85	0.06728005204
86	0.06698101843
87	0.06661469707
88	0.06607063946
89	0.0656040007
90	0.06520329704
91	0.06484519513
92	0.06463019873
93	0.06409235229
94	0.06372259408
95	0.06333416094
96	0.06285125581
97	0.06267228422
98	0.06245751556
99	0.0622406696
100	0.06207690849
101	0.06165349953
102	0.06140898623
103	0.06100606034
104	0.06063038081
105	0.06037061563
106	0.05999823492
107	0.05964135455
108	0.05931078196
109	0.05909519894
110	0.05887537162
111	0.05868792523
112	0.05831047897
113	0.05801869172
114	0.0578157519
115	0.05768215985
116	0.0573211525
117	0.05727035543
118	0.05697380628
119	0.05651816131
120	0.05637182601
121	0.05610345144
122	0.05597069446
123	0.0555792696
124	0.05522560523
125	0.05502363504
126	0.05467692375
127	0.05419745892
128	0.05407845624
129	0.05383291119
130	0.05369050273
131	0.05344300807
132	0.0532139468
133	0.05308710078
134	0.05286458195
135	0.05260340545
136	0.05232331937
137	0.05209495168
138	0.05183557987
139	0.05163662555
140	0.05146289551
141	0.05114706756
142	0.05104151208
143	0.05082821339
144	0.05064326527
145	0.0504701736
146	0.05031313437
147	0.0498870891
148	0.04976381796
149	0.04961179253
150	0.04940536754
151	0.04925440491
152	0.04908336983
153	0.04894236233
154	0.04888838721
155	0.04859707615
156	0.04853170353
157	0.04829428822
158	0.04819940906
159	0.04801481636
160	0.04790060319
161	0.04772944733
162	0.04746175599
163	0.04728972022
164	0.04703507236
165	0.04684662183
166	0.04669390626
167	0.04648973455
168	0.04633663942
169	0.04617751254
170	0.04609731936
171	0.04594166729
172	0.04574839274
173	0.04551356543
174	0.04540578082
175	0.04530870014
176	0.04517303425
177	0.0449736141
178	0.04489699579
179	0.04468172678
180	0.04451970135
181	0.04437613002
182	0.04422152695
183	0.0441412751
184	0.04402276932
185	0.04388722765
186	0.04383635467
187	0.04368522986
188	0.04355322166
189	0.04338048196
190	0.04327098928
191	0.04315768707
192	0.0430109929
193	0.04288775626
194	0.04282683498
195	0.04263954042
196	0.04250748391
197	0.04228848475
198	0.04220752207
199	0.04204756358
